unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state,geocode_relevance1,geocode_relevance2,verified,address_final,Coords,coordinates_final,lat_final,lon_final,verified2,coordinates_final2
713,Fearless,1993,Kohl Building (400 Montgomery Street),,Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,108,8,3,37.793121,-122.40283,"400 Montgomery Street, 400 California St, San Francisco, California 94104, United States",37.793152,-122.402587,"400 Montgomery Street, San Francisco, California 94104, United States",400 Montgomery Street,San Francisco,California,1,1,Y,,,"37.793121, -122.40283",37.793121,-122.40283,Y,
714,GirlBoss,2017,"Clayton Post Office, 554 Clayton St.",,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,25,3,11,37.770054,-122.448358,"554 Clayton Street, San Francisco, California 94117, United States",37.906516,-122.296265,"554 Clayton Avenue, El Cerrito, California 94530, United States",554 Clayton St,San Francisco,California,1,0.868148,Y,,,"37.770054, -122.448358",37.770054,-122.448358,Y,
715,Boys and Girls,2000,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,,,,37.826779,-122.422917,"Alcatraz Island, Golden Gate National Recreation Area, San Francisco, California 94130, United States",37.8266,-122.422839,"Alcatraz Island, California, United States",Alcatraz Island,San Francisco,California,1,1,Y,,,"37.826779, -122.422917",37.826779,-122.422917,Y,
716,Interview With The Vampire,1994,6th Street On-ramp to Highway 280,,Geffen Pictures,Geffen Pictures,Neil Jordan,Anne Rice,Brad Pitt,Christian Slater,Tom Cruise,32,34,10,,,,,,,6th Street On-ramp to Highway 280,San Francisco,California,,,Y,,"37.775577170972, -122.40637248466673","37.775577170972, -122.40637248466673",37.77557717,-122.4063725,Y,
717,Bicentennial Man,1999,"Postcard Row, Alamo Square, Hayes Valley",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,1492 Pictures,Buena Vista Pictures,Chris Columbus,Nicholas Kazan,Robin Williams,,,22,9,11,37.77687,-122.43815,"Alamo Square, San Francisco, California, United States",37.776252,-122.434603,"Alamo Square, Steiner St, San Francisco, California 94117, United States",Alamo Square,San Francisco,California,1,1,Y,,,"37.77687, -122.43815",37.77687,-122.43815,Y,
718,Cardinal X,2015,1465 Revere Avenue between Keith and Jennings,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,86,1,9,37.730051,-122.38785,"1465 Revere Avenue, San Francisco, California 94124, United States",37.613036,-122.033778,"Revere Avenue, Hayward, California 94544, United States",1465 Revere Avenue,San Francisco,California,1,0.574074,Y,,,"37.730051, -122.38785",37.730051,-122.38785,Y,
719,Sense8,2015,Romain St.,Bicycle chase scene,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,115,38,5,37.755658,-122.441345,"Romain Street Overpass, San Francisco, California 94131, United States",37.756325,-122.44063,"Romain Street, San Francisco, California 94131, United States",Romain St.,San Francisco,California,1,1,Y,,,"37.755658, -122.441345",37.755658,-122.441345,Y,
720,Chance Season 2,2017,Embarcadero between Bay and Chestnut St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,77,8,3,37.789993,-122.407208,"Shoe And Bag Repair, 441 Stockton St, San Francisco, California 94108, United States",37.762772,-122.41036,"Bay Area Video Coalition, 2727 Mariposa St, San Francisco, California 94110, United States",Embarcadero and Bay,San Francisco,California,0.629418,0.49,Y,,"37.80669289082302, -122.40562417399552","37.80669289082302, -122.40562417399552",37.80669289082302,-122.4056242,Y,
721,Nash Bridges,2021,"1040 Columbus Avenue, Kennedy's",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,106,23,3,37.80416,-122.415263,"1040 Columbus Avenue, San Francisco, California 94133, United States",37.307906,-122.052808,"Columbus Avenue, Cupertino, California 95014, United States",1040 Columbus Avenue,San Francisco,California,1,0.574074,Y,,,"37.80416, -122.415263",37.80416,-122.415263,Y,
722,180,2011,Randall Museum,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,113,5,5,37.761378,-122.425759,"Randall Museum, 199 Museum Way, San Francisco, California 94110, United States",37.764816,-122.438576,"Randall Museum Art Piece, 199 Museum Way, San Francisco, California 94114, United States",Randall Museum,San Francisco,California,1,1,Y,,,"37.761378, -122.425759",37.761378,-122.425759,Y,
723,Looking Season 2 ep 207,2015,"Valenti, Marini, Perata, 4840 Mission Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,80,28,1,37.7203,-122.438426,"4840 Mission Street, San Francisco, California 94112, United States",37.763857,-122.41644,"Mission, San Francisco, California 94110, United States",4840 Mission Street,San Francisco,California,1,0.333333,Y,,,"37.7203, -122.438426",37.7203,-122.438426,Y,
724,Tales of the City,2019,Valencia btwn Liberty and 21st St,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,53,20,2,37.738894,-122.417559,"Liberty Wine Bar, 410 Cortland Ave, San Francisco, California 94110, United States",37.757216,-122.433087,"Liberty Stairs, 485 Liberty St, San Francisco, California 94114, United States",Valencia and Liberty,San Francisco,California,0.425926,0.425926,Y,,"37.75758813746909, -122.42108895722706","37.75758813746909, -122.42108895722706",37.75758813746909,-122.421089,Y,
725,Steve Jobs,2015,Davies Symphony Hall (201 Van Ness Ave.),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,21,9,11,37.77755,-122.420412,"201 Van Ness Avenue, San Francisco, California 94102, United States",37.617568,-122.385068,"201 Arrivals, San Bruno, California 94128, United States",201 Van Ness Ave,San Francisco,California,1,1,Y,,,"37.77755, -122.420412",37.77755,-122.420412,Y,
726,DEVS,2020,Sycamore Alley,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,53,20,2,37.76274,-122.419676,"The Sycamore, 2140 Mission St, San Francisco, California 94110, United States",37.917292,-122.301306,"Sycamore, 1111 Navellier St, El Cerrito, California 94530, United States",Sycamore Alley,San Francisco,California,0.5,0.5,Y,,"37.762626590257995, -122.42075490630046","37.762626590257995, -122.42075490630046",37.762626590257995,-122.4207549,Y,
727,The Last Black Man in San Francisco,2019,"Chateau Tivoli, 1057 Steiner St",,"LBMISF, LLC",A32,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,97,39,11,37.779129,-122.433732,"1057 Steiner Street, San Francisco, California 94115, United States",37.778481,-122.405646,"South of Market, San Francisco, California, United States",1057 Steiner St,San Francisco,California,1,0.425926,Y,,,"37.779129, -122.433732",37.779129,-122.433732,Y,
728,"Smile Again, Jenny Lee",2015,87 Cervantes Blvd (beach),,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,17,13,6,37.80372,-122.43898,"87 Cervantes Boulevard, San Francisco, California 94123, United States",37.39118,-122.203725,"87 Cervantes Road, Portola Valley, California 94028, United States",87 Cervantes Blvd,San Francisco,California,1,0.459259,Y,,,"37.80372, -122.43898",37.80372,-122.43898,Y,
729,Time After Time,1979,Intersection of California & Grant Streets (Richmond District),,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,104,6,3,37.781294,-122.477053,"Richmond District YMCA, 360 18th Ave, San Francisco, California 94121, United States",37.775143,-122.490282,"Richmond District Neighborhood Center, 741 30th Ave, San Francisco, California 94121, United States",Richmond District,San Francisco,California,1,1,Y,,,"37.781294, -122.477053",37.781294,-122.477053,Y,
730,A Smile Like Yours,1997,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Paramount Pictures,Paramount Pictures,Keith Samples,Keith Samples & Kevin Meyer,Greg Kinnear,Lauren Holly,,16,21,3,37.791882,-122.413371,"1100 California Street, San Francisco, California 94108, United States",37.880537,-122.281481,"1100 California Street, Berkeley, California 94703, United States",1100 California Street,San Francisco,California,1,1,Y,,,"37.791882, -122.413371",37.791882,-122.413371,Y,
731,Big Eyes,2014,Way Faire Inn on Leidesdorff,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,108,8,3,37.792121,-122.401666,"One Leidesdorff, 340 Pine St, San Francisco, California 94104, United States",37.916575,-122.593841,"West Point Inn, 1000 Panoramic Hwy, Mill Valley, California 94941, United States",Way Faire Inn on Leidesdorff,San Francisco,California,0.439286,0.366667,Y,,"37.79396500397253, -122.40232337790287","37.79396500397253, -122.40232337790287",37.79396500397253,-122.4023234,Y,
732,Chance Season 2,2017,Filbert St at Stockton St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,106,23,3,37.801375,-122.40939,"Filbert Street and Stockton Street, San Francisco, California 94133, United States",37.778481,-122.405646,"South of Market, San Francisco, California, United States",Filbert St & Stockton St,San Francisco,California,1,0.388889,Y,,,"37.801375, -122.40939",37.801375,-122.40939,Y,
733,The Last Black Man in San Francisco,2019,"Sunset Super, 2425 Irving St",,"LBMISF, LLC",A54,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,39,35,7,37.763019,-122.484041,"2425 Irving Street, San Francisco, California 94122, United States",37.424742,-122.146555,"Irvin, 550 California Ave, Palo Alto, California 94306, United States",2425 Irving St,San Francisco,California,1,0.714444,Y,,,"37.763019, -122.484041",37.763019,-122.484041,Y,
734,"Murder in the First, Season 1",2014,1821 Alabama Street,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,60,2,2,37.744003,-122.41009,"1821 Alabama Street, San Francisco, California 94110, United States",37.83967,-122.108505,"St. Mary's College of California, Moraga, California, United States",1821 Alabama Street,San Francisco,California,1,0.425926,Y,,,"37.744003, -122.41009",37.744003,-122.41009,Y,
735,Shang-Chi and the Legend of the Ten Rings,2021,"Fairmont Hotel, 950 Mason",,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,16,21,3,37.792361,-122.410234,"950 Mason Street, San Francisco, California 94108, United States",37.711204,-122.447319,"Mission Inn, 5630 Mission St, San Francisco, California 94112, United States","Fairmont Hotel, 950 Mason",San Francisco,California,0.536296,0.434444,Y,,,"37.792361, -122.410234",37.792361,-122.410234,Y,
736,The Phone/Jexi,2019,Zoe St btwn Brannan and Freelon St,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,32,34,10,37.779301,-122.395328,"Zoe Street and Brannan Street, San Francisco, California 94107, United States",37.779882,-122.396054,"Zoe Street, San Francisco, California 94107, United States",Zoe St and Brannan,San Francisco,California,1,0.5,Y,,,"37.779301, -122.395328",37.779301,-122.395328,Y,
737,Bullitt,1968,1153-57 Taylor Street,"Embarcadero Freeway, which was featured in the film was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,16,21,3,37.78288,-122.410851,"57 Taylor Street, San Francisco, California 94102, United States",37.968242,-122.531771,"57 Taylor Street, San Rafael, California 94901, United States",57 Taylor Street,San Francisco,California,1,1,Y,,,"37.78288, -122.410851",37.78288,-122.410851,Y,
738,Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,54,20,9,37.755703,-122.404866,"1001 Potrero Avenue, San Francisco, California 94110, United States",37.389076,-122.03763,"Potrero Avenue, Sunnyvale, California 94085, United States",1001 Potrero Avenue,San Francisco,California,1,0.574074,Y,,,"37.755703, -122.404866",37.755703,-122.404866,Y,
739,The Diary of a Teenage Girl,2015,Tank Hill Park,,"Diary the Movie, LLC",Sony Pictures Classics,Marielle Heller,Marielle Heller,Alexander Skarsgard,Kristen Wiig,Christopher Meloni,114,14,11,37.759986,-122.447577,"Tank Hill Park, Clarendon Ave, San Francisco, California 94117, United States",37.591586,-122.373337,"Village Park, Burlingame, California 94010, United States",Tank Hill Park,San Francisco,California,1,0.542181,Y,,,"37.759986, -122.447577",37.759986,-122.447577,Y,
740,Chance- Season 1 ep102,2016,Heron and Berwick Alleys,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,32,34,10,37.338699,-122.01836,"Heron Avenue, Sunnyvale, California 94087, United States",37.350516,-122.029946,"Berwick Way, Sunnyvale, California 94087, United States",Heron and Berwick Alleys,San Francisco,California,0.311111,0.311111,Y,,"37.77467638877559, -122.40828788328018","37.77467638877559, -122.40828788328018",37.77467638877559,-122.4082879,Y,
741,Looking Season 2 ep 204,2015,1890 Clay Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,102,30,6,37.792186,-122.424035,"1890 Clay Street, San Francisco, California 94109, United States",37.804851,-122.27387,"1890 Clay Street, Oakland, California 94607, United States",1890 Clay Street,San Francisco,California,1,1,Y,,,"37.792186, -122.424035",37.792186,-122.424035,Y,
742,Americana,2015,Coi Restaurant (373 Broadway),,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,106,23,3,37.798105,-122.403393,"373 Broadway, San Francisco, California 94133, United States",37.897477,-122.057593,"373 South Broadway, Walnut Creek, California 94596, United States",373 Broadway,San Francisco,California,1,1,Y,,,"37.798105, -122.403393",37.798105,-122.403393,Y,
743,Looking Season 2 ep 202,2015,601 Buena Vista Ave West,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,112,3,5,37.766923,-122.443996,"601 Buena Vista Avenue West, San Francisco, California 94117, United States",37.451596,-122.218911,"601 Buena Vista Avenue, Redwood City, California 94061, United States",601 Buena Vista Ave,San Francisco,California,1,1,Y,,,"37.766923, -122.443996",37.766923,-122.443996,Y,
744,The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,107,21,3,37.79604,-122.414826,"1198 Pacific Avenue, San Francisco, California 94133, United States",37.72137,-122.166969,"1198 Pacific Avenue, San Leandro, California 94577, United States",1198 Pacific Avenue,San Francisco,California,1,1,Y,,,"37.79604, -122.414826",37.79604,-122.414826,Y,
745,The Matrix Resurrections,2021,Fremont at Mission,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108,8,10,37.704534,-122.14772,"Fremont Avenue, San Leandro, California 94577, United States",37.789453,-122.395426,"Fremont Street, San Francisco, California 94105, United States",Fremont at Mission,San Francisco,California,0.54537,0.54537,Y,,"37.79049002905286, -122.39697649532319","37.79049002905286, -122.39697649532319",37.79049002905286,-122.3969765,Y,
746,Sense8,2015,S. Van Ness,Driving shots,"Unpronounceable Productions, LLC",Netflix,The Wachowskis,The Wachowskis,Jamie Clayton,,,53,20,2,37.761524,-122.417154,"South Van Ness Avenue, San Francisco, California 94110, United States",37.771734,-122.418388,"140 S. Van Ness Fitness Center, 140 S Van Ness Ave, San Francisco, California 94103, United States",S. Van Ness,San Francisco,California,1,0.8,Y,,,"37.761524, -122.417154",37.761524,-122.417154,Y,
